,Name,Type,Size,Shape,Datatype
532,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/position,Dataset,1,(),|S128
533,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
534,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11,Group,,,
535,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,Group,,,
536,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
537,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/position,Dataset,1,(),|S128
538,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
539,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12,Group,,,
540,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,Group,,,
541,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
542,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/position,Dataset,1,(),|S128
543,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
544,AwakeEventData/PMOTOR01,Group,,,
545,AwakeEventData/PMOTOR01/Acquisition,Group,,,
546,AwakeEventData/PMOTOR01/Acquisition/position,Dataset,1,"(1,)",int32
547,AwakeEventData/PMOTOR02,Group,,,
548,AwakeEventData/PMOTOR02/Acquisition,Group,,,
549,AwakeEventData/PMOTOR02/Acquisition/position,Dataset,1,"(1,)",int32
550,AwakeEventData/PMOTOR03,Group,,,
551,AwakeEventData/PMOTOR03/Acquisition,Group,,,
552,AwakeEventData/PMOTOR03/Acquisition/position,Dataset,1,"(1,)",int32
553,AwakeEventData/PMOTOR04,Group,,,
554,AwakeEventData/PMOTOR04/Acquisition,Group,,,
555,AwakeEventData/PMOTOR04/Acquisition/position,Dataset,1,"(1,)",int32
556,AwakeEventData/PMOTOR05,Group,,,
557,AwakeEventData/PMOTOR05/Acquisition,Group,,,
558,AwakeEventData/PMOTOR05/Acquisition/position,Dataset,1,"(1,)",int32
559,AwakeEventData/PMOTOR06,Group,,,
560,AwakeEventData/PMOTOR06/Acquisition,Group,,,
561,AwakeEventData/PMOTOR06/Acquisition/position,Dataset,1,"(1,)",int32
562,AwakeEventData/PMOTOR13,Group,,,
563,AwakeEventData/PMOTOR13/Acquisition,Group,,,
564,AwakeEventData/PMOTOR13/Acquisition/position,Dataset,1,"(1,)",int32
565,AwakeEventData/PMOTOR14,Group,,,
566,AwakeEventData/PMOTOR14/Acquisition,Group,,,
567,AwakeEventData/PMOTOR14/Acquisition/position,Dataset,1,"(1,)",int32
568,AwakeEventData/PMOTOR15,Group,,,
569,AwakeEventData/PMOTOR15/Acquisition,Group,,,
570,AwakeEventData/PMOTOR15/Acquisition/position,Dataset,1,"(1,)",int32
571,AwakeEventData/PMOTOR16,Group,,,
572,AwakeEventData/PMOTOR16/Acquisition,Group,,,
573,AwakeEventData/PMOTOR16/Acquisition/position,Dataset,1,"(1,)",int32
574,AwakeEventData/Plunger.412401,Group,,,
575,AwakeEventData/Plunger.412401/StartCounterSt,Group,,,
576,AwakeEventData/Plunger.412401/StartCounterSt/value,Dataset,1,"(1,)",int32
577,AwakeEventData/Plunger.412401/State,Group,,,
578,AwakeEventData/Plunger.412401/State/value,Dataset,1,"(1,)",int16
579,AwakeEventData/Plunger.412422,Group,,,
580,AwakeEventData/Plunger.412422/StartCounterSt,Group,,,
581,AwakeEventData/Plunger.412422/StartCounterSt/value,Dataset,1,"(1,)",int32
582,AwakeEventData/Plunger.412422/State,Group,,,
583,AwakeEventData/Plunger.412422/State/value,Dataset,1,"(1,)",int16
584,AwakeEventData/RADMON.AWAKE-1,Group,,,
585,AwakeEventData/RADMON.AWAKE-1/Acquisition,Group,,,
586,AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType1,Dataset,1,"(1,)",float64
587,AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType2,Dataset,1,"(1,)",float64
588,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1HadronFluence,Dataset,1,"(1,)",float64
589,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1MBUCounts,Dataset,1,"(1,)",int32
590,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1SEUCounts,Dataset,1,"(1,)",int32
591,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2HadronFluence,Dataset,1,"(1,)",float64
592,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2MBUCounts,Dataset,1,"(1,)",int32
593,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2SEUCounts,Dataset,1,"(1,)",int32
594,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumNeutronFluence,Dataset,1,"(1,)",float64
595,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID1,Dataset,1,"(1,)",float64
596,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID2,Dataset,1,"(1,)",float64
597,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar1,Dataset,1,"(1,)",float64
598,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2,Dataset,1,"(1,)",float64
599,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3,Dataset,1,"(1,)",float64
600,AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType,Dataset,1,"(1,)",float64
601,AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType,Dataset,1,"(1,)",int32
602,AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type,Dataset,1,"(1,)",int32
603,AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet2Type,Dataset,1,"(1,)",int32
604,AwakeEventData/RADMON.AWAKE-1/Acquisition/radmonStatus,Dataset,1,"(1,)",int32
605,AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionNumber,Dataset,1,"(1,)",int32
606,AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType,Dataset,1,"(1,)",int32
607,AwakeEventData/RADMON.AWAKE-2,Group,,,
608,AwakeEventData/RADMON.AWAKE-2/Acquisition,Group,,,
609,AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1,Dataset,1,"(1,)",float64
610,AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2,Dataset,1,"(1,)",float64
611,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1HadronFluence,Dataset,1,"(1,)",float64
612,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1MBUCounts,Dataset,1,"(1,)",int32
613,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1SEUCounts,Dataset,1,"(1,)",int32
614,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2HadronFluence,Dataset,1,"(1,)",float64
615,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2MBUCounts,Dataset,1,"(1,)",int32
616,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2SEUCounts,Dataset,1,"(1,)",int32
617,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumNeutronFluence,Dataset,1,"(1,)",float64
618,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID1,Dataset,1,"(1,)",float64
619,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID2,Dataset,1,"(1,)",float64
620,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar1,Dataset,1,"(1,)",float64
621,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar2,Dataset,1,"(1,)",float64
622,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar3,Dataset,1,"(1,)",float64
623,AwakeEventData/RADMON.AWAKE-2/Acquisition/lParType,Dataset,1,"(1,)",float64
624,AwakeEventData/RADMON.AWAKE-2/Acquisition/pinDiodeType,Dataset,1,"(1,)",int32
625,AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet1Type,Dataset,1,"(1,)",int32
626,AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet2Type,Dataset,1,"(1,)",int32
627,AwakeEventData/RADMON.AWAKE-2/Acquisition/radmonStatus,Dataset,1,"(1,)",int32
628,AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionNumber,Dataset,1,"(1,)",int32
629,AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionType,Dataset,1,"(1,)",int32
630,AwakeEventData/RADMON.AWAKE-3,Group,,,
631,AwakeEventData/RADMON.AWAKE-3/Acquisition,Group,,,
632,AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType1,Dataset,1,"(1,)",float64
633,AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType2,Dataset,1,"(1,)",float64
634,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1HadronFluence,Dataset,1,"(1,)",float64
635,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1MBUCounts,Dataset,1,"(1,)",int32
636,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1SEUCounts,Dataset,1,"(1,)",int32
637,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2HadronFluence,Dataset,1,"(1,)",float64
638,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2MBUCounts,Dataset,1,"(1,)",int32
639,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2SEUCounts,Dataset,1,"(1,)",int32
640,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumNeutronFluence,Dataset,1,"(1,)",float64
641,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID1,Dataset,1,"(1,)",float64
642,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID2,Dataset,1,"(1,)",float64
643,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar1,Dataset,1,"(1,)",float64
644,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar2,Dataset,1,"(1,)",float64
645,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar3,Dataset,1,"(1,)",float64
646,AwakeEventData/RADMON.AWAKE-3/Acquisition/lParType,Dataset,1,"(1,)",float64
647,AwakeEventData/RADMON.AWAKE-3/Acquisition/pinDiodeType,Dataset,1,"(1,)",int32
648,AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet1Type,Dataset,1,"(1,)",int32
649,AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet2Type,Dataset,1,"(1,)",int32
650,AwakeEventData/RADMON.AWAKE-3/Acquisition/radmonStatus,Dataset,1,"(1,)",int32
651,AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionNumber,Dataset,1,"(1,)",int32
652,AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionType,Dataset,1,"(1,)",int32
653,AwakeEventData/RPADA.BB4.RQNI.412432,Group,,,
654,AwakeEventData/RPADA.BB4.RQNI.412432/MEAS.I,Dataset,1,"(1,)",float32
655,AwakeEventData/RPADA.BB4.RQNI.412432/REF.I,Dataset,1,"(1,)",float32
656,AwakeEventData/RPCAH.TSG4.RCIBH.412344,Group,,,
657,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition,Group,,,
658,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition/currentAverage,Dataset,1,"(1,)",float32
659,AwakeEventData/RPCAH.TSG4.RCIBH.412345,Group,,,
660,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition,Group,,,
661,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition/currentAverage,Dataset,1,"(1,)",float32
662,AwakeEventData/RPCAH.TSG4.RCIBH.412347,Group,,,
663,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition,Group,,,
664,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition/currentAverage,Dataset,1,"(1,)",float32
665,AwakeEventData/RPCAH.TSG4.RCIBH.412349,Group,,,
666,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition,Group,,,
667,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition/currentAverage,Dataset,1,"(1,)",float32
668,AwakeEventData/RPCAH.TSG4.RCIBH.412353,Group,,,
669,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition,Group,,,
670,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition/currentAverage,Dataset,1,"(1,)",float32
671,AwakeEventData/RPCAH.TSG4.RCIBH.430011,Group,,,
672,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition,Group,,,
673,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition/currentAverage,Dataset,1,"(1,)",float32
674,AwakeEventData/RPCAH.TSG4.RCIBH.430029,Group,,,
675,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition,Group,,,
676,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition/currentAverage,Dataset,1,"(1,)",float32
677,AwakeEventData/RPCAH.TSG4.RCIBH.430040,Group,,,
678,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition,Group,,,
679,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition/currentAverage,Dataset,1,"(1,)",float32
680,AwakeEventData/RPCAH.TSG4.RCIBH.430104,Group,,,
681,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition,Group,,,
682,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition/currentAverage,Dataset,1,"(1,)",float32
683,AwakeEventData/RPCAH.TSG4.RCIBH.430130,Group,,,
684,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition,Group,,,
685,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition/currentAverage,Dataset,1,"(1,)",float32
686,AwakeEventData/RPCAH.TSG4.RCIBH.430204,Group,,,
687,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition,Group,,,
688,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition/currentAverage,Dataset,1,"(1,)",float32
689,AwakeEventData/RPCAH.TSG4.RCIBH.430309,Group,,,
690,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition,Group,,,
691,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition/currentAverage,Dataset,1,"(1,)",float32
692,AwakeEventData/RPCAH.TSG4.RCIBV.412344,Group,,,
693,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition,Group,,,
694,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition/currentAverage,Dataset,1,"(1,)",float32
695,AwakeEventData/RPCAH.TSG4.RCIBV.412345,Group,,,
696,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition,Group,,,
697,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition/currentAverage,Dataset,1,"(1,)",float32
698,AwakeEventData/RPCAH.TSG4.RCIBV.412347,Group,,,
699,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition,Group,,,
700,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition/currentAverage,Dataset,1,"(1,)",float32
701,AwakeEventData/RPCAH.TSG4.RCIBV.412349,Group,,,
702,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition,Group,,,
703,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition/currentAverage,Dataset,1,"(1,)",float32
704,AwakeEventData/RPCAH.TSG4.RCIBV.412353,Group,,,
705,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition,Group,,,
706,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition/currentAverage,Dataset,1,"(1,)",float32
707,AwakeEventData/RPCAH.TSG4.RCIBV.430011,Group,,,
708,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition,Group,,,
709,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition/currentAverage,Dataset,1,"(1,)",float32
710,AwakeEventData/RPCAH.TSG4.RCIBV.430029,Group,,,
711,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition,Group,,,
712,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition/currentAverage,Dataset,1,"(1,)",float32
713,AwakeEventData/RPCAH.TSG4.RCIBV.430040,Group,,,
714,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition,Group,,,
715,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition/currentAverage,Dataset,1,"(1,)",float32
716,AwakeEventData/RPCAH.TSG4.RCIBV.430104,Group,,,
717,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition,Group,,,
718,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition/currentAverage,Dataset,1,"(1,)",float32
719,AwakeEventData/RPCAH.TSG4.RCIBV.430130,Group,,,
720,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition,Group,,,
721,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition/currentAverage,Dataset,1,"(1,)",float32
722,AwakeEventData/RPCAH.TSG4.RCIBV.430204,Group,,,
723,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition,Group,,,
724,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition/currentAverage,Dataset,1,"(1,)",float32
725,AwakeEventData/RPCAH.TSG4.RCIBV.430309,Group,,,
726,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition,Group,,,
727,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition/currentAverage,Dataset,1,"(1,)",float32
728,AwakeEventData/RPCAH.TSG4.RQID.412344,Group,,,
729,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition,Group,,,
730,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition/currentAverage,Dataset,1,"(1,)",float32
731,AwakeEventData/RPCAH.TSG4.RQID.412347,Group,,,
732,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition,Group,,,
733,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition/currentAverage,Dataset,1,"(1,)",float32
734,AwakeEventData/RPCAH.TSG4.RQID.430031,Group,,,
735,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition,Group,,,
736,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition/currentAverage,Dataset,1,"(1,)",float32
737,AwakeEventData/RPCAH.TSG4.RQID.430037,Group,,,
738,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition,Group,,,
739,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition/currentAverage,Dataset,1,"(1,)",float32
740,AwakeEventData/RPCAH.TSG4.RQID.430109S,Group,,,
741,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition,Group,,,
742,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition/currentAverage,Dataset,1,"(1,)",float32
743,AwakeEventData/RPCAH.TSG4.RQIF.412346,Group,,,
744,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition,Group,,,
745,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition/currentAverage,Dataset,1,"(1,)",float32
746,AwakeEventData/RPCAH.TSG4.RQIF.430034,Group,,,
747,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition,Group,,,
748,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition/currentAverage,Dataset,1,"(1,)",float32
749,AwakeEventData/RPCAH.TSG4.RQIF.430118,Group,,,
750,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition,Group,,,
751,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition/currentAverage,Dataset,1,"(1,)",float32
752,AwakeEventData/RPCAH.TSG4.RQIF.430205,Group,,,
753,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition,Group,,,
754,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition/currentAverage,Dataset,1,"(1,)",float32
755,AwakeEventData/RPCAH.TSG4.RQIF.430311,Group,,,
756,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition,Group,,,
757,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition/currentAverage,Dataset,1,"(1,)",float32
758,AwakeEventData/RPPEF.BB4.RBIH.412435,Group,,,
759,AwakeEventData/RPPEF.BB4.RBIH.412435/MEAS.I,Dataset,1,"(1,)",float32
760,AwakeEventData/RPPEF.BB4.RBIH.412435/REF.I,Dataset,1,"(1,)",float32
761,AwakeEventData/RPSKN.TSG4.SNH.430000,Group,,,
762,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition,Group,,,
763,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition/currentAverage,Dataset,1,"(1,)",float32
764,AwakeEventData/RPSKN.TSG4.SNJ.430001,Group,,,
765,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition,Group,,,
766,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition/currentAverage,Dataset,1,"(1,)",float32
767,AwakeEventData/SPS.BCTDC.41435,Group,,,
768,AwakeEventData/SPS.BCTDC.41435/Acquisition,Group,,,
769,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqDesc,Dataset,1,"(1,)",|S1
770,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqMsg,Dataset,1,"(1,)",|S32
771,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqState,Dataset,1,"(1,)",int32
772,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqTime,Dataset,1,"(1,)",|S25
773,AwakeEventData/SPS.BCTDC.41435/Acquisition/calMarkerData,Dataset,1120,"(1120,)",int16
774,AwakeEventData/SPS.BCTDC.41435/Acquisition/cycleTime,Dataset,1,"(1,)",|S1
775,AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpCycleTime,Dataset,1,"(1,)",int32
776,AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpInt,Dataset,1,"(1,)",float32
777,AwakeEventData/SPS.BCTDC.41435/Acquisition/inCheckStatusData,Dataset,1120,"(1120,)",int16
778,AwakeEventData/SPS.BCTDC.41435/Acquisition/lowIbStatusData,Dataset,1120,"(1120,)",int16
779,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp,Dataset,940,"(940,)",float32
780,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit,Dataset,1,"(1,)",int32
781,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unitExponent,Dataset,1,"(1,)",float32
782,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfAdcData,Dataset,1,"(1,)",int32
783,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
784,AwakeEventData/SPS.BCTDC.41435/Acquisition/range1Data,Dataset,1120,"(1120,)",int16
785,AwakeEventData/SPS.BCTDC.41435/Acquisition/range2Data,Dataset,1120,"(1120,)",int16
786,AwakeEventData/SPS.BCTDC.41435/Acquisition/range3Data,Dataset,1120,"(1120,)",int16
787,AwakeEventData/SPS.BCTDC.41435/Acquisition/range4Data,Dataset,1120,"(1120,)",int16
788,AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime,Dataset,1,"(1,)",int32
789,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime,Dataset,1,"(1,)",int32
790,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfIntensity,Dataset,1,"(1,)",float32
791,AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange,Dataset,1,"(1,)",int32
792,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowCycleTime,Dataset,1,"(1,)",int32
793,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt,Dataset,1,"(1,)",float32
794,AwakeEventData/SPS.BCTDC.41435/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
795,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity,Dataset,940,"(940,)",float32
796,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity4Ranges,Dataset,4480,"(4, 1120)",float32
797,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unit,Dataset,1,"(1,)",int32
798,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent,Dataset,1,"(1,)",float32
799,AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus,Dataset,1,"(1,)",int32
800,AwakeEventData/SPS.BCTDC.51895,Group,,,
801,AwakeEventData/SPS.BCTDC.51895/Acquisition,Group,,,
802,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc,Dataset,1,"(1,)",|S1
803,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg,Dataset,1,"(1,)",|S32
804,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState,Dataset,1,"(1,)",int32
805,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqTime,Dataset,1,"(1,)",|S25
806,AwakeEventData/SPS.BCTDC.51895/Acquisition/calMarkerData,Dataset,1120,"(1120,)",int16
807,AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime,Dataset,1,"(1,)",|S1
808,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime,Dataset,1,"(1,)",int32
809,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpInt,Dataset,1,"(1,)",float32
810,AwakeEventData/SPS.BCTDC.51895/Acquisition/inCheckStatusData,Dataset,1120,"(1120,)",int16
811,AwakeEventData/SPS.BCTDC.51895/Acquisition/lowIbStatusData,Dataset,1120,"(1120,)",int16
812,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp,Dataset,940,"(940,)",float32
813,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit,Dataset,1,"(1,)",int32
814,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent,Dataset,1,"(1,)",float32
815,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray1,Dataset,1120,"(1120,)",int16
816,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray2,Dataset,1120,"(1120,)",int16
817,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData,Dataset,1,"(1,)",int32
818,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
819,AwakeEventData/SPS.BCTDC.51895/Acquisition/range1Data,Dataset,1120,"(1120,)",int16
820,AwakeEventData/SPS.BCTDC.51895/Acquisition/range2Data,Dataset,1120,"(1120,)",int16
821,AwakeEventData/SPS.BCTDC.51895/Acquisition/range3Data,Dataset,1120,"(1120,)",int16
822,AwakeEventData/SPS.BCTDC.51895/Acquisition/range4Data,Dataset,1120,"(1120,)",int16
823,AwakeEventData/SPS.BCTDC.51895/Acquisition/samplingTime,Dataset,1,"(1,)",int32
824,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfCycleTime,Dataset,1,"(1,)",int32
825,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfIntensity,Dataset,1,"(1,)",float32
826,AwakeEventData/SPS.BCTDC.51895/Acquisition/selectedRange,Dataset,1,"(1,)",int32
827,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowCycleTime,Dataset,1,"(1,)",int32
828,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowExtInt,Dataset,1,"(1,)",float32
829,AwakeEventData/SPS.BCTDC.51895/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
830,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity,Dataset,940,"(940,)",float32
831,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity4Ranges,Dataset,4480,"(4, 1120)",float32
832,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unit,Dataset,1,"(1,)",int32
